lat,lon
-4.12728,39.66064
-3.33789,38.8037
-2.54793, 37.94677
-1.73555,37.06787
-0.3955,36.0791
0.61521,34.89257
1.18643,33.46435
2.67968,32.7832
4.25876,31.8164
0.30761,32.56347
-0.13183,31.24511
-0.65916, 29.88281
-0.79099,28.25683
