type,deaths,lat,lon
nationwide,5,-1.7428,41.1775
nationwide,3,-2.2347,40.4778
nationwide,4,-1.7173,41.3348
nationwide,1,-0.1000,34.7500
nationwide,2,0.0612,34.2882
nationwide,0,-4.2872,39.5531
nationwide,2,-0.1000,34.7500
nationwide,5,2.8119,40.9297
nationwide,1,-4.1737,39.4521
nationwide,0,-3.2175,40.1191
nationwide,4,-1.7758,40.8375
nationwide,0,-1.7428,41.1775
nationwide,6,2.8119,40.9297
nationwide,3,1.0000,38.0000
nationwide,1,-4.1737,39.4521
nationwide,1,3.5448,41.4844
nationwide,1,-2.2692,40.8991
nationwide,2,-4.0500,39.6667
nationwide,2,-4.0500,39.6667
nationwide,0,3.6144,41.5368
nationwide,4,3.6144,41.5368
nationwide,2,-4.0500,39.6667
nationwide,1,-4.2995,39.5676
nationwide,0,-1.6885,41.5307
nationwide,0,0.3985,40.9548
nationwide,1,-4.0500,39.6667
nationwide,6,3.9366,41.8670
nationwide,3,1.0000,38.0000
nationwide,1,3.9366,41.8670
nationwide,12,3.9366,41.8670
nationwide,1,5.0000,47.0000
nationwide,1,3.3163,42.2209
nationwide,3,3.8082,43.2476
nationwide,3,1.8333,44.4167
nationwide,7,2.0471,44.8983
nationwide,6,2.7833,44.0833
nationwide,0,2.2505,44.6912
nationwide,0,0.5144,42.0732
nationwide,3,10.0000,6.0000
nationwide,3,2.3963,45.0159
nationwide,2,11.5000,13.0000
nationwide,15,3.3182,43.4731
nationwide,2,-19.7647,34.9286
nationwide,2,-19.2500,34.2500
nationwide,0,1.7142,44.6888
nationwide,2,2.0667,45.3667
nationwide,0,12.3731,14.2277
nationwide,0,0.5144,42.0732
nationwide,29,2.0667,45.3667
nationwide,3,-0.3582,42.5454
nationwide,1,2.0667,45.3667
nationwide,6,2.0667,45.3667
nationwide,12,-0.3582,42.5454
nationwide,6,1.7833,44.5333
nationwide,1,11.2847,49.1825
nationwide,3,-0.3582,42.5454
nationwide,3,2.0667,45.3667
nationwide,7,3.0500,43.8167
nationwide,1,11.2847,49.1825
nationwide,2,2.0667,45.3667
nationwide,6,-0.3582,42.5454
nationwide,7,2.1500,45.1167
nationwide,58,11.3441,14.3196
nationwide,4,-0.8963,40.9678
nationwide,4,-0.8963,40.9678
nationwide,0,1.8333,44.4167
nationwide,0,1.1133,44.0303
nationwide,0,2.0667,45.3667
nationwide,2,5.9597,10.1460
nationwide,3,1.2667,35.6167
nationwide,2,1.2037,35.6564
nationwide,4,1.2667,35.6167
nationwide,2,1.1517,35.5764
nationwide,1,1.1608,35.6436
nationwide,2,-28.7038,29.6576
nationwide,1,1.1160,35.8733
nationwide,1,-29.0000,30.0000
nationwide,9,-1.5333,39.4167
nationwide,2,10.8856,12.7043
nationwide,2,-4.1656,14.3811
nationwide,3,-1.6242,39.5364
nationwide,1,1.1517,35.5764
nationwide,1,1.0620,35.6575
nationwide,5,1.0620,35.6575
nationwide,1,1.1235,35.6442
nationwide,2,-4.3614,14.7644
nationwide,13,-5.0000,12.5000
nationwide,0,-4.8333,12.5000
nationwide,1,-8.8333,13.3333
nationwide,0,-4.8333,12.5000
nationwide,0,-5.0000,12.3333
nationwide,0,-4.6667,12.8333
nationwide,13,-1.0200,29.1100
nationwide,34,-0.6434,28.9756
nationwide,13,-0.9817,29.1113
nationwide,1,-8.0333,26.8000
nationwide,10,0.8517,29.6122
nationwide,14,0.8507,29.5009
nationwide,4,0.7651,29.5697
nationwide,2,0.8517,29.6122
nationwide,6,0.8517,29.6122
nationwide,1,0.5000,29.4667
nationwide,1,11.2500,13.4167
nationwide,1,13.3780,13.5041
nationwide,19,11.2500,13.4167
nationwide,14,12.9631,13.6090
nationwide,2,11.5206,14.0966
nationwide,45,10.8894,13.6283
nationwide,3,11.8464,13.1603
nationwide,1,12.9428,13.1783
nationwide,2,10.9827,13.6607
nationwide,2,12.9631,13.6090
nationwide,2,11.4485,13.7591
nationwide,2,11.2192,14.0360
nationwide,16,11.6463,14.1036
nationwide,1,11.5206,14.0966
nationwide,15,12.2830,14.4724
nationwide,2,11.1557,13.9856
nationwide,1,9.3984,12.3644
nationwide,9,11.1036,13.7130
nationwide,5,11.3837,13.8649
nationwide,3,11.4399,12.9456
nationwide,2,11.4518,13.7594
nationwide,54,9.3827,8.2681
nationwide,2,10.8337,13.1462
nationwide,1,10.7642,13.1283
nationwide,2,8.4727,10.5442
nationwide,12,8.2333,10.3924
nationwide,4,8.2333,10.3924
nationwide,2,8.4727,10.5442
nationwide,11,8.4727,10.5442
nationwide,2,6.5270,7.5401
nationwide,1,12.0464,14.4809
nationwide,2,11.5000,13.0000
nationwide,1,11.5000,13.0000
nationwide,1,11.9007,14.0269
nationwide,6,-18.5000,34.2500
nationwide,2,-19.7647,34.9286
nationwide,18,-1.1800,29.4600
nationwide,2,10.7891,13.4505
nationwide,32,10.5697,11.5548
nationwide,5,11.5000,13.0000
nationwide,10,11.5861,13.0028
nationwide,7,10.9835,13.3501
nationwide,2,11.3672,14.1861
nationwide,7,13.0911,11.8401
nationwide,2,11.0914,13.3574
nationwide,1,11.5206,14.0966
nationwide,1,10.7403,13.2174
nationwide,11,10.8364,12.7705
nationwide,12,11.2500,13.4167
nationwide,4,11.5206,14.0966
nationwide,2,11.2103,13.7935
nationwide,31,-6.0113,22.5392
nationwide,0,-5.8608,28.6167
nationwide,3,11.8464,13.1603
nationwide,2,6.1454,6.7885
nationwide,8,6.1454,6.7885
nationwide,14,6.2006,6.7338
nationwide,17,6.1454,6.7885
nationwide,17,6.2006,6.7338
nationwide,11,5.3435,6.6532
nationwide,33,9.2693,-2.9951
nationwide,22,11.2500,13.4167
nationwide,2,1.6629,36.6442
nationwide,4,1.0620,35.6575
nationwide,6,1.0620,35.6575
nationwide,20,-7.3000,27.4167
nationwide,1,0.5000,29.4667
nationwide,12,-1.2600,28.7600
nationwide,12,7.4712,9.1947
nationwide,10,7.7042,8.5359
nationwide,5,7.5965,9.7056
nationwide,15,7.6299,9.6451
nationwide,5,7.7240,9.6000
nationwide,2,-5.9000,22.4167
nationwide,1,6.3152,7.6242
nationwide,4,-6.3043,22.5308
nationwide,10,7.9061,7.8549
nationwide,2,6.8358,7.2349
nationwide,3,7.8867,7.9134
nationwide,3,7.6892,9.2505
nationwide,2,5.6880,5.9841
nationwide,3,-5.8608,28.6167
nationwide,30,-5.8608,28.6167
nationwide,7,-0.6101,28.9706
nationwide,1,6.5333,7.5333
nationwide,1,-1.7687,28.8088
nationwide,1,6.5333,7.5333
nationwide,12,8.4727,10.5442
nationwide,4,-0.9838,29.1089
nationwide,1,8.8556,8.0611
nationwide,8,9.4586,12.3570
nationwide,2,-1.1800,29.4600
nationwide,3,-8.6500,27.3333
nationwide,1,8.3667,8.7667
nationwide,1,6.7090,7.3183
nationwide,5,6.3350,5.6275
nationwide,4,6.2518,6.1934
nationwide,4,6.2358,5.5511
nationwide,3,7.4492,3.8722
nationwide,2,6.6264,3.5517
nationwide,5,6.5833,3.7500
nationwide,3,6.5575,3.3807
nationwide,1,6.7053,3.2398
nationwide,8,6.6060,3.0819
nationwide,3,6.6237,3.0863
nationwide,7,6.6636,3.6695
nationwide,2,6.5833,3.7500
nationwide,1,6.4545,3.9432
nationwide,4,6.1766,6.6293
nationwide,6,5.2466,6.5918
nationwide,40,7.6892,9.2505
nationwide,3,7.8720,8.0083
nationwide,1,-0.7015,29.0551
nationwide,88,-0.6667,28.7500
nationwide,2,-8.4667,28.9000
nationwide,6,4.2463,28.7527
nationwide,16,12.0833,14.8333
nationwide,16,13.3690,12.7858
nationwide,2,-7.3000,27.4167
nationwide,2,-8.6500,27.3333

coastal,2,2.0667,45.3667
coastal,4,2.0667,45.3667
coastal,3,2.0667,45.3667
coastal,6,4.6431,6.0806
coastal,3,5.1066,7.3667
coastal,2,6.5833,3.7500
coastal,10,5.1066,7.3667
coastal,12,6.6083,3.3938
coastal,1,4.7341,6.8635
coastal,1,2.0667,45.3667
coastal,8,2.1500,45.1167
coastal,14,5.2118,-3.7388
coastal,1,2.1500,45.1167
coastal,2,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,1,2.1500,45.1167
coastal,2,1.9833,44.8333
coastal,2,2.0667,45.3667
coastal,1,1.6104,44.3329
coastal,2,1.6333,44.5333
coastal,0,-5.0000,12.5000
coastal,1,4.7341,6.8635
coastal,2,4.5333,6.4167
coastal,2,5.1066,7.3667
coastal,1,6.5833,3.7500
coastal,17,2.0667,45.3667
coastal,4,2.0667,45.3667
coastal,1,2.1500,45.1167
coastal,2,2.0667,45.3667
coastal,3,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,5,1.7131,44.7639
coastal,1,1.7833,44.5333
coastal,3,-0.2201,42.1959
coastal,0,-0.3582,42.5454
coastal,1,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,7,2.1500,45.1167
coastal,1,2.1500,45.1167
coastal,0,1.7833,44.5333
coastal,0,1.7131,44.7639
coastal,0,1.6333,44.5333
coastal,7,2.0667,45.3667
coastal,23,2.0667,45.3667
coastal,0,1.6333,44.5333
coastal,1,2.0667,45.3667
coastal,5,2.0667,45.3667
coastal,4,2.0905,45.1766
coastal,2,2.0537,45.0548
coastal,5,4.4802,47.9515
coastal,7,-0.4902,42.1979
coastal,3,2.0667,45.3667
coastal,6,-0.3582,42.5454
coastal,11,1.9833,44.8333
coastal,10,1.7833,44.5333
coastal,4,-0.3582,42.5454
coastal,22,7.9667,49.8500
coastal,0,11.2847,49.1825
coastal,2,7.8286,49.4883
coastal,4,8.6859,50.3627
coastal,0,8.3537,50.1863
coastal,0,2.0667,45.3667
coastal,13,-1.3007,41.4217
coastal,1,2.0537,45.0548
coastal,1,11.2847,49.1825
coastal,3,-0.3582,42.5454
coastal,8,6.7303,49.2025
coastal,7,6.1785,48.6854
coastal,10,6.7303,49.2025
coastal,1,2.0667,45.3667
coastal,8,-1.0354,41.5005
coastal,6,2.0667,45.3667
coastal,23,0.0722,42.7506
coastal,3,0.4958,42.7728
coastal,1,2.0667,45.3667
coastal,3,-1.0332,41.4965
coastal,1,0.4958,42.7728
coastal,5,2.0667,45.3667
coastal,0,2.1500,45.1167
coastal,2,-0.3582,42.5454
coastal,0,0.0722,42.7506
coastal,2,2.0667,45.3667
coastal,6,1.8333,44.4167
coastal,4,2.0667,45.3667
coastal,0,2.1500,45.1167
coastal,0,2.1104,45.1565
coastal,3,2.0667,45.3667
coastal,6,0.4958,42.7728
coastal,7,2.0667,45.3667
coastal,12,-0.1170,42.5634
coastal,4,2.1500,45.1167
coastal,4,1.6333,44.5333
coastal,1,2.0667,45.3667
coastal,0,2.0667,45.3667
coastal,13,2.0667,45.3667
coastal,0,2.0667,45.3667
coastal,2,-0.3582,42.5454
coastal,20,3.5559,46.7721
coastal,2,1.7833,44.5333
coastal,8,2.0667,45.3667
coastal,2,2.0667,45.3667
coastal,0,3.0000,46.0000
coastal,5,2.1500,45.1167
coastal,0,2.0667,45.3667
coastal,0,2.0667,45.3667
coastal,2,2.0667,45.3667
coastal,0,-0.2495,42.6022
coastal,0,1.7131,44.7639
coastal,2,2.0667,45.3667
coastal,2,10.9901,49.0552
coastal,1,1.8333,44.4167
coastal,4,-0.0720,42.5706
coastal,20,2.0667,45.3667
coastal,0,2.0721,45.2232
coastal,2,2.1500,45.1167
coastal,7,-0.2201,42.1959
coastal,0,-0.3582,42.5454
coastal,0,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,2,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,7,1.1133,44.0303
coastal,1,1.7131,44.7639
coastal,7,3.7000,47.0167
coastal,1,2.0667,45.3667
coastal,4,2.0667,45.3667
coastal,18,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,18,2.1104,45.1565
coastal,1,2.0667,45.3667
coastal,2,4.6544,47.8575
coastal,19,2.0537,45.0548
coastal,5,2.3500,45.3833
coastal,3,-0.0299,42.5995
coastal,15,2.0164,45.3064
coastal,3,1.7535,44.5595
coastal,17,2.0667,45.3667
coastal,3,2.1347,45.0561
coastal,2,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,3,-0.2201,42.1959
coastal,4,-0.6333,41.9833
coastal,1,2.0667,45.3667
coastal,1,1.6333,44.5333
coastal,1,1.8087,44.7994
coastal,1,0.4958,42.7728
coastal,0,2.1500,45.1167
coastal,1,2.0667,45.3667
coastal,2,0.0050,42.6559
coastal,3,-0.4902,42.1979
coastal,0,2.1104,45.1565
coastal,1,2.0667,45.3667
coastal,4,-0.0720,42.5706
coastal,1,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,3,2.0667,45.3667
coastal,10,2.0667,45.3667
coastal,2,2.0667,45.3667
coastal,0,2.1500,45.1167
coastal,28,2.0667,45.3667
coastal,0,1.9991,44.9939
coastal,0,2.0343,45.0244
coastal,4,2.0667,45.3667
coastal,10,6.1785,48.6854
coastal,2,1.7833,44.5333
coastal,4,2.1500,45.1167
coastal,1,1.9833,44.8333
coastal,9,2.0667,45.3667
coastal,2,2.0667,45.3667
coastal,0,-0.2495,42.6022
coastal,1,2.0667,45.3667
coastal,0,1.7131,44.7639
coastal,1,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,3,2.0667,45.3667
coastal,7,0.0722,42.7506
coastal,1,2.0667,45.3667
coastal,2,0.4958,42.7728
coastal,12,2.1500,45.1167
coastal,2,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,2,2.0667,45.3667
coastal,4,2.0667,45.3667
coastal,2,5.2511,6.6130
coastal,3,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,1,2.1500,45.1167
coastal,1,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,14,1.9991,44.9939
coastal,6,-0.0720,42.5706
coastal,3,-0.3582,42.5454
coastal,2,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,1,2.0667,45.3667
coastal,25,2.0667,45.3667
coastal,0,2.0537,45.0548
coastal,4,10.9901,49.0552
coastal,4,-3.2175,40.1191
coastal,5,-1.7428,41.1775
coastal,3,-2.2347,40.4778
coastal,4,-1.7173,41.3348
coastal,0,-4.2872,39.5531
coastal,1,-4.1737,39.4521
coastal,0,-3.2175,40.1191
coastal,4,-1.7758,40.8375
coastal,0,-1.7428,41.1775
coastal,1,-4.1737,39.4521
coastal,1,-2.2692,40.8991
coastal,2,-4.0500,39.6667
coastal,2,-4.0500,39.6667
coastal,2,-4.0500,39.6667
coastal,1,-4.2995,39.5676
coastal,0,-1.6885,41.5307
coastal,1,-4.0500,39.6667
coastal,3,1.8333,44.4167
coastal,7,2.0471,44.8983
coastal,2,-19.7647,34.9286
coastal,2,-19.2500,34.2500
coastal,0,1.7142,44.6888
coastal,2,2.0667,45.3667
coastal,29,2.0667,45.3667
coastal,3,-0.3582,42.5454
coastal,1,2.0667,45.3667
coastal,6,2.0667,45.3667
coastal,12,-0.3582,42.5454
coastal,6,1.7833,44.5333
coastal,1,11.2847,49.1825
coastal,3,-0.3582,42.5454
coastal,3,2.0667,45.3667
coastal,1,11.2847,49.1825
coastal,2,2.0667,45.3667
coastal,6,-0.3582,42.5454
coastal,7,2.1500,45.1167
coastal,0,1.8333,44.4167
coastal,0,1.1133,44.0303
coastal,0,2.0667,45.3667
coastal,13,-5.0000,12.5000
coastal,0,-4.8333,12.5000
coastal,1,-8.8333,13.3333
coastal,0,-4.8333,12.5000
coastal,0,-5.0000,12.3333
coastal,2,-19.7647,34.9286
coastal,2,5.6880,5.9841
coastal,4,6.2358,5.5511
coastal,2,6.6264,3.5517
coastal,5,6.5833,3.7500
coastal,3,6.5575,3.3807
coastal,1,6.7053,3.2398
coastal,8,6.6060,3.0819
coastal,3,6.6237,3.0863
coastal,7,6.6636,3.6695
coastal,2,6.5833,3.7500
coastal,1,6.4545,3.9432
coastal,6,5.2466,6.5918
