country,provstate,city,lat,lon,actor,count
Sudan,South Darfur,Nabagaya,11.258062,25.22453,Unknown,1
Sudan,South Darfur,Nierteti North,11.648864,24.904221,Unknown,1
Sudan,South Darfur,Nyala,12.013656,24.876456,Unknown,1
Sudan,South Darfur,Nyala,12.026047,24.869859,Unknown,1
Sudan,South Darfur,Nyala,12.035331,24.879667,Unknown,1
Sudan,South Darfur,Nyala,12.050504,24.883403,Unknown,1
Sudan,South Darfur,Nyala,12.051224,24.88208,Unknown,1
Sudan,South Darfur,Nyala,12.051801,24.880485,Unknown,6
Sudan,South Darfur,Nyala,12.051915,24.880253,Unknown,1
Sudan,South Darfur,Nyalla North district,12.963262,24.506722,Unknown,1
Sudan,South Darfur,Nyalla North district,12.998624,24.567474,Unknown,1
Sudan,South Darfur,Rowena,10.476111,24.981667,Unknown,1
Sudan,South Darfur,Tagga,12.466667,25.266667,Unknown,1
Sudan,South Darfur,Unknown,11.648864,24.904221,Unknown,1
Sudan,South Darfur,Unknown,11.680196,24.915637,Unknown,1
Sudan,South Darfur,Wadi Kella,11.648864,24.904221,Unknown,1
Sudan,West Darfur,El Geneina,13.449472,22.435927,Unknown,1
Sudan,West Darfur,El Geneina,13.449805,22.449829,Unknown,1
Sudan,West Darfur,Unknown,12.955936,22.863823,Unknown,1
Sudan,West Kordofan,Al-Malam,9.81,28.75,Unknown,1
Sudan,West Kordofan,El Tirain,10.809591,28.60882,Unknown,1
Yemen,Adan,Aden,12.773026,45.038053,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Aden,12.799478,45.032803,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Unknown,12.752948,44.881515,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Aden,12.800404,45.03353,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Aden,12.772974,45.038006,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Shaykh Uthman,12.860152,44.961665,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Buraiqeh,12.756197,44.892628,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Buraiqeh,12.756209,44.89262,Adan-Abyan Province of the Islamic State,2
Yemen,Adan,Aden,12.807967,45.035389,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Aden,12.810784,45.035028,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Aden,12.831467,45.027985,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Aden,12.799439,45.034095,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Aden,12.800127,45.032512,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Aden,12.799966,45.033289,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Shaykh Uthman,12.849057,44.972015,Adan-Abyan Province of the Islamic State,1
Yemen,Adan,Shaykh Uthman,12.852305,44.972372,Adan-Abyan Province of the Islamic State,1
Yemen,Al Bayda,Bayda,13.988915,45.5771,Al Bayda Province of the Islamic State,1
Yemen,Abyan,Ahwar,13.520237,46.712001,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Abyan,Musaymir,13.119546,45.350285,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Abyan,Jaar,13.21657,45.306369,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Abyan,Wadea,13.76857,46.011871,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Abyan,Al-Wadea,13.634341,46.056321,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Abyan,Lawdar district,13.879274,45.869519,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Abyan,Mahfad district,14.061619,46.914966,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Abyan,Lawdar,13.883333,45.866667,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Abyan,Al-Ayn,13.79985,45.886147,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Aden,12.783242,44.979116,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Shaykh Uthman,12.850235,44.970811,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Shaykh Uthman,12.914286,45.010881,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Shaykh Uthman,12.860712,44.977503,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Shaykh Uthman,12.863444,44.979908,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Shaykh Uthman,12.884278,44.971641,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Shaykh Uthman,12.867826,44.983825,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Shaykh Uthman,12.8603,44.965022,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Aden,12.78455,44.980019,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Shaykh Uthman,12.849039,44.972076,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Aden,12.78572,45.018998,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Aden,12.78585,45.019602,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Aden,12.799423,45.033753,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Adan,Shaykh Uthman,12.85652,44.988321,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Al Hudaydah,Az Zuhrah,15.723243,42.997228,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Hadramawt,Mukalla,14.542247,49.123178,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Hadramawt,Mukalla,14.540772,49.128688,Al-Qaida in the Arabian Peninsula (AQAP),3
Yemen,Hadramawt,Unknown,16.902582,49.36381,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Hadramawt,Qatan,16.902568,49.328913,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Hadramawt,Mukalla,14.542255,49.12424,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Hadramawt,Mukalla,14.538927,49.121662,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Hadramawt,Mukalla,14.538306,49.121251,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Hadramawt,Mukalla,14.542336,49.124197,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Hadramawt,Mukalla,14.540433,49.127197,Al-Qaida in the Arabian Peninsula (AQAP),2
Yemen,Hadramawt,Shibam,15.921968,48.634305,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Lahij,Lahij,13.062679,44.881568,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Lahij,Lahij,13.062845,44.87518,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Lahij,Lahij,13.062222,44.881389,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Lahij,Lahij,13.062451,44.88164,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Lahij,Murfid,13.834537,45.244948,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Shabwah,Azzan,14.324326,47.44575,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Shabwah,Ar Raydah,14.360278,47.341944,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Shabwah,Uqlah,15.379444,46.900833,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Shabwah,Unknown,14.75463,46.516262,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Taizz,Taizz,13.590456,44.033978,Al-Qaida in the Arabian Peninsula (AQAP),1
Yemen,Hadramawt,Mukalla,14.539683,49.125708,Hadramawt Province of the Islamic State,4
Yemen,Hadramawt,Mukalla,14.540433,49.127197,Hadramawt Province of the Islamic State,2
Yemen,Hadramawt,Mukalla,14.540598,49.127083,Hadramawt Province of the Islamic State,1
Yemen,Ad Dali,Al-Haqab,14.047778,44.681389,Houthi extremists (Ansar Allah),1
Yemen,Ad Dali,Dali,13.696553,44.731504,Houthi extremists (Ansar Allah),1
Yemen,Ad Dali,Dali,13.703256,44.733454,Houthi extremists (Ansar Allah),4
Yemen,Ad Dali,Dali,13.704855,44.733462,Houthi extremists (Ansar Allah),1
Yemen,Ad Dali,Damt,14.088895,44.669208,Houthi extremists (Ansar Allah),1
Yemen,Ad Dali,Murays,13.903266,44.746556,Houthi extremists (Ansar Allah),1
Yemen,Ad Dali,Rahbah,13.900345,44.750501,Houthi extremists (Ansar Allah),1
Yemen,Adan,Aden,12.785497,45.018655,Houthi extremists (Ansar Allah),1
Yemen,Adan,Aden,12.785684,45.018562,Houthi extremists (Ansar Allah),1
Yemen,Adan,Aden,12.8,45.033333,Houthi extremists (Ansar Allah),1
Yemen,Adan,Unknown,12.799745,45.033788,Houthi extremists (Ansar Allah),1
Yemen,Al Bayda,Dhi Naim district,14.111254,45.464143,Houthi extremists (Ansar Allah),1
Yemen,Al Bayda,Radaa district,14.327928,44.90665,Houthi extremists (Ansar Allah),1
Yemen,Al Bayda,Yafan,14.068333,45.421667,Houthi extremists (Ansar Allah),1
Yemen,Al Hudaydah,Unknown,14.790797,42.970765,Houthi extremists (Ansar Allah),1
Yemen,Al Hudaydah,Unknown,15.071613,43.012262,Houthi extremists (Ansar Allah),1
Yemen,Al Jawf,Al-Ghurfa,16.1825,44.626111,Houthi extremists (Ansar Allah),1
Yemen,Al Jawf,Al-Haija,16.1825,44.626111,Houthi extremists (Ansar Allah),1
Yemen,Al Jawf,Al-Oqda,16.1825,44.626111,Houthi extremists (Ansar Allah),1
Yemen,Al Jawf,Hazm,16.164029,44.776703,Houthi extremists (Ansar Allah),1
Yemen,Al Jawf,Hazm,16.164171,44.776663,Houthi extremists (Ansar Allah),1
Yemen,Al Jawf,Maslub district,16.1825,44.626111,Houthi extremists (Ansar Allah),1
Yemen,Al Jawf,Maton district,16.286969,44.638967,Houthi extremists (Ansar Allah),1
Yemen,Al Jawf,Sadah,16.088413,44.524008,Houthi extremists (Ansar Allah),1
Yemen,Amanat Al Asimah,Sanaa,15.355873,44.213536,Houthi extremists (Ansar Allah),1
Yemen,Amanat Al Asimah,Sanaa,15.366158,44.190896,Houthi extremists (Ansar Allah),1
Yemen,Amanat Al Asimah,Sanaa,15.369445,44.191007,Houthi extremists (Ansar Allah),9
Yemen,Amanat Al Asimah,Sanaa,15.370763,44.191006,Houthi extremists (Ansar Allah),1
Yemen,Amanat Al Asimah,Sanaa,15.482072,44.222742,Houthi extremists (Ansar Allah),1
Yemen,Dhamar,Mabar,14.795338,44.290723,Houthi extremists (Ansar Allah),1
Yemen,Hajjah,Unknown,15.695,43.5975,Houthi extremists (Ansar Allah),1
Yemen,Ibb,Al-Ahmul,14.181738,43.988298,Houthi extremists (Ansar Allah),1
Yemen,Ibb,An Nadirah district,14.074127,44.498986,Houthi extremists (Ansar Allah),1
Yemen,Ibb,As Sahul,14.027351,44.176772,Houthi extremists (Ansar Allah),2
Yemen,Ibb,Ibb,13.968555,44.167544,Houthi extremists (Ansar Allah),1
Yemen,Ibb,Sahul,14.09207,44.173076,Houthi extremists (Ansar Allah),1
Yemen,Ibb,Shiwar,14.188971,44.002315,Houthi extremists (Ansar Allah),1
Yemen,Ibb,Unknown,14.137917,44.246682,Houthi extremists (Ansar Allah),1
Yemen,Ibb,Unknown,14.141572,44.247902,Houthi extremists (Ansar Allah),1
Yemen,Marib,Marib,15.460579,45.323333,Houthi extremists (Ansar Allah),1
Yemen,Marib,Marib,15.460769,45.321906,Houthi extremists (Ansar Allah),1
Yemen,Marib,Marib,15.461259,45.321251,Houthi extremists (Ansar Allah),1
Yemen,Marib,Marib,15.461879,45.320309,Houthi extremists (Ansar Allah),1
Yemen,Marib,Marib,15.462089,45.320842,Houthi extremists (Ansar Allah),2
Yemen,Marib,Marib,15.462777,45.321985,Houthi extremists (Ansar Allah),3
Yemen,Marib,Marib,15.463611,45.322802,Houthi extremists (Ansar Allah),1
Yemen,Marib,Marib,15.46539,45.319417,Houthi extremists (Ansar Allah),3
Yemen,Marib,Marib,15.470031,45.322857,Houthi extremists (Ansar Allah),5
Yemen,Marib,Marib,15.515888,45.449807,Houthi extremists (Ansar Allah),1
Yemen,Marib,Sirwah,15.449571,45.018785,Houthi extremists (Ansar Allah),1
Yemen,Marib,Unknown,15.460342,45.323692,Houthi extremists (Ansar Allah),1
Yemen,Marib,Unknown,15.470031,45.322857,Houthi extremists (Ansar Allah),1
Yemen,Marib,Unknown,15.538618,45.432851,Houthi extremists (Ansar Allah),1
Yemen,Marib,Unknown,15.734395,45.773805,Houthi extremists (Ansar Allah),1
Yemen,Sanaa,Al-Manarah,15.3875,44.836667,Houthi extremists (Ansar Allah),1
Yemen,Sanaa,Hazm,16.164167,44.776667,Houthi extremists (Ansar Allah),1
Yemen,Sanaa,Nihm district,15.633333,44.583333,Houthi extremists (Ansar Allah),1
Yemen,Sanaa,Nihm district,15.649785,44.56722,Houthi extremists (Ansar Allah),1
Yemen,Sanaa,Nihm district,15.749972,44.499986,Houthi extremists (Ansar Allah),5
Yemen,Sanaa,Sahar,15.633333,44.583333,Houthi extremists (Ansar Allah),1
Yemen,Sanaa,Sanaa,15.369445,44.191007,Houthi extremists (Ansar Allah),1
Yemen,Sanaa,Unknown,15.316891,44.474802,Houthi extremists (Ansar Allah),1
Yemen,Sanaa,Yam,15.628584,44.587434,Houthi extremists (Ansar Allah),1
Yemen,Shabwah,Unknown,14.735377,46.527424,Houthi extremists (Ansar Allah),1
Yemen,Shabwah,Unknown,14.75463,46.516262,Houthi extremists (Ansar Allah),1
Yemen,Shabwah,Usaylan district,15.031965,45.82837,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Ad Damgha,13.413117,43.637531,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Al-Bawkirah,13.168248,43.742406,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Al-Hasib,13.245877,43.779088,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Al-Manatrah,13.810833,43.698056,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Anin,13.693602,44.342472,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Ar Rabi,13.599058,43.88771,Houthi extremists (Ansar Allah),1
Yemen,Taizz,At Taiziyah district,13.606114,43.927647,Houthi extremists (Ansar Allah),1
Yemen,Taizz,At Taiziyah district,13.629895,43.964956,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Azraf,13.57836,44.018173,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Damghah,13.534493,44.033469,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Dhubab district,12.765967,43.5174,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Hadhran,13.611111,43.932778,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Maqbanah district,13.731754,43.72051,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Maylat,13.573504,44.018877,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Mount Sabr district,13.51507,44.051651,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.560251,44.030639,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.560593,44.029431,Houthi extremists (Ansar Allah),3
Yemen,Taizz,Taizz,13.562878,44.03192,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.563019,43.997702,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.563472,44.032416,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.570048,44.030781,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.572429,44.02962,Houthi extremists (Ansar Allah),2
Yemen,Taizz,Taizz,13.573242,44.030691,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.573702,44.011191,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.574255,44.008676,Houthi extremists (Ansar Allah),2
Yemen,Taizz,Taizz,13.574698,44.010392,Houthi extremists (Ansar Allah),10
Yemen,Taizz,Taizz,13.57481,44.009816,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.575771,44.016802,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.575776,44.014583,Houthi extremists (Ansar Allah),2
Yemen,Taizz,Taizz,13.575855,44.019918,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.577589,44.017799,Houthi extremists (Ansar Allah),11
Yemen,Taizz,Taizz,13.577733,44.018676,Houthi extremists (Ansar Allah),2
Yemen,Taizz,Taizz,13.577914,44.01029,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.578038,44.022298,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.578264,44.02042,Houthi extremists (Ansar Allah),3
Yemen,Taizz,Taizz,13.57829,44.029367,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.578889,44.021944,Houthi extremists (Ansar Allah),13
Yemen,Taizz,Taizz,13.5792,44.02235,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.5792,44.022356,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.579257,44.022814,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.579753,44.016027,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.579796,44.033626,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.579981,44.037908,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.580444,44.017709,Houthi extremists (Ansar Allah),2
Yemen,Taizz,Taizz,13.580853,44.020297,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.580991,44.013685,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.58182,43.993843,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.582904,44.02564,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.582964,44.016325,Houthi extremists (Ansar Allah),4
Yemen,Taizz,Taizz,13.583123,44.015598,Houthi extremists (Ansar Allah),2
Yemen,Taizz,Taizz,13.583565,44.026545,Houthi extremists (Ansar Allah),2
Yemen,Taizz,Taizz,13.585095,44.039921,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.585877,43.995817,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.586364,44.006315,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.58679,44.033602,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.587286,44.036831,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.587834,43.995619,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.589094,44.034942,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.592445,43.996048,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.60295,44.009496,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Taizz,13.681905,44.13692,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Unknown,13.412932,43.630114,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Unknown,13.413117,43.637531,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Unknown,13.432827,43.993898,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Unknown,13.432837,43.689155,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Unknown,13.577589,44.017799,Houthi extremists (Ansar Allah),2
Yemen,Taizz,Unknown,13.582964,44.016325,Houthi extremists (Ansar Allah),2
Yemen,Taizz,Wahir,13.552249,43.969786,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Waziiyah district,13.151046,43.738775,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Waziiyah district,13.168694,43.741907,Houthi extremists (Ansar Allah),1
Yemen,Taizz,Waziiyah district,13.170047,43.732746,Houthi extremists (Ansar Allah),1
Yemen,Adan,Shaykh Uthman,12.874447,44.988072,Muslim Extremists,1
Yemen,Sanaa,Bani Bahlol,15.235331,44.334139,Muslim Extremists,1
Yemen,Taizz,Taizz,13.578889,44.021944,Popular Resistance Committees (Yemen),1
Yemen,Amanat Al Asimah,Sanaa,15.370748,44.190947,Sanaa Province of the Islamic State,1
Yemen,Marib,Jadan,15.491946,45.351998,Supporters of Abd Rabbuh Mansur Hadi,1
Yemen,Taizz,Taizz,13.578889,44.021944,Supporters of Abd Rabbuh Mansur Hadi,1
Yemen,Abyan,Jaar,13.21657,45.306369,Unknown,2
Yemen,Abyan,Lawdar,13.879317,45.869474,Unknown,1
Yemen,Abyan,Mudiyah district,13.933002,46.083264,Unknown,1
Yemen,Abyan,Shoqra,13.355774,45.699741,Unknown,1
Yemen,Ad Dali,Dali,13.699723,44.730685,Unknown,2
Yemen,Ad Dali,Dali,13.699976,44.730628,Unknown,1
Yemen,Ad Dali,Yabar,13.71123,44.721627,Unknown,1
Yemen,Ad Dali,Zafar,13.714057,44.723055,Unknown,1
Yemen,Adan,Aden,12.772974,45.038006,Unknown,2
Yemen,Adan,Aden,12.784081,45.002255,Unknown,1
Yemen,Adan,Aden,12.785497,45.018655,Unknown,1
Yemen,Adan,Aden,12.785831,45.019224,Unknown,1
Yemen,Adan,Aden,12.790352,45.021208,Unknown,1
Yemen,Adan,Aden,12.791551,45.008561,Unknown,1
Yemen,Adan,Aden,12.79889,45.033145,Unknown,1
Yemen,Adan,Aden,12.799061,45.034995,Unknown,1
Yemen,Adan,Aden,12.799683,45.033201,Unknown,1
Yemen,Adan,Aden,12.799926,45.033239,Unknown,1
Yemen,Adan,Aden,12.815998,45.031046,Unknown,1
Yemen,Adan,Aden,12.830539,45.028698,Unknown,1
Yemen,Adan,Aden,12.831467,45.027985,Unknown,1
Yemen,Adan,Aden,12.831471,45.027995,Unknown,1
Yemen,Adan,Aden,12.832175,45.028811,Unknown,1
Yemen,Adan,Aden,12.897255,45.049686,Unknown,1
Yemen,Adan,Buraiqeh district,12.751054,44.880714,Unknown,1
Yemen,Adan,Buraiqeh district,12.814073,44.728992,Unknown,1
Yemen,Adan,Mansura district,12.853567,44.972876,Unknown,1
Yemen,Adan,Shaykh Uthman,12.849039,44.972076,Unknown,1
Yemen,Adan,Shaykh Uthman,12.849057,44.972015,Unknown,1
Yemen,Adan,Shaykh Uthman,12.852516,44.971906,Unknown,1
Yemen,Adan,Shaykh Uthman,12.852838,44.971211,Unknown,1
Yemen,Adan,Shaykh Uthman,12.853411,44.971045,Unknown,1
Yemen,Adan,Shaykh Uthman,12.85987,44.982468,Unknown,1
Yemen,Adan,Shaykh Uthman,12.860915,44.98191,Unknown,1
Yemen,Adan,Shaykh Uthman,12.864025,44.978221,Unknown,1
Yemen,Adan,Shaykh Uthman,12.865287,44.971357,Unknown,1
Yemen,Adan,Shaykh Uthman,12.879449,45.001656,Unknown,1
Yemen,Adan,Shaykh Uthman,12.884247,44.972015,Unknown,1
Yemen,Adan,Sirah district,12.775551,45.032369,Unknown,1
Yemen,Al Bayda,Bayda,13.988915,45.5771,Unknown,1
Yemen,Al Bayda,Unknown,14.358866,45.449807,Unknown,1
Yemen,Al Hudaydah,Hudaydah,14.79896,42.939226,Unknown,1
Yemen,Al Hudaydah,Unknown,15.274008,43.142265,Unknown,1
Yemen,Al Hudaydah,Zabid,14.200123,43.322248,Unknown,1
Yemen,Al Jawf,Unknown,16.755931,45.721743,Unknown,1
Yemen,Amanat Al Asimah,Sanaa,15.366011,44.182635,Unknown,1
Yemen,Amanat Al Asimah,Sanaa,15.369445,44.191007,Unknown,2
Yemen,Amanat Al Asimah,Sanaa,15.371169,44.191525,Unknown,1
Yemen,Dhamar,Dhamar,14.550776,44.403631,Unknown,1
Yemen,Hadramawt,Mukalla,14.540411,49.127083,Unknown,1
Yemen,Hadramawt,Qatn,15.846746,48.46075,Unknown,1
Yemen,Hadramawt,Seiyun,15.940315,48.791904,Unknown,1
Yemen,Lahij,Al-Maqatirah,13.185451,44.18408,Unknown,1
Yemen,Lahij,Lahij,13.057842,44.883283,Unknown,1
Yemen,Lahij,Lahij,13.05893,44.880529,Unknown,1
Yemen,Lahij,Lahij,13.062222,44.881389,Unknown,2
Yemen,Marib,Majzar district,15.833638,44.829639,Unknown,1
Yemen,Marib,Marib,15.460769,45.321906,Unknown,1
Yemen,Marib,Marib,15.46539,45.319417,Unknown,1
Yemen,Marib,Marib,15.515888,45.449807,Unknown,1
Yemen,Marib,Unknown,15.511777,45.402452,Unknown,1
Yemen,Shabwah,Ataq,14.529744,46.82955,Unknown,2
Yemen,Shabwah,Ataq,14.536389,46.833056,Unknown,1
Yemen,Taizz,Taizz,13.566674,44.033333,Unknown,1
Yemen,Taizz,Taizz,13.575855,44.019918,Unknown,1
Yemen,Taizz,Taizz,13.577589,44.017571,Unknown,1
Yemen,Taizz,Taizz,13.577589,44.017799,Unknown,2
Yemen,Taizz,Taizz,13.578264,44.02042,Unknown,1
Yemen,Taizz,Taizz,13.582366,44.021638,Unknown,1
Yemen,Taizz,Unknown,13.578889,44.021944,Unknown,1
